address;postal_code;city;url
Vijfkamplaan 6;5624EB;Eindhoven;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-eindhoven-vijfkamplaan-24-7-ebd008f30fd44f65a32eb85594214f7c.html
Zuidsingel 8;5802EG;Venray;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-venray-zuidsingel-24-7-5ac14709cbf742d48e8216274552f11e.html
Ter Steeghe Ring 47;3331LX;Zwijndrecht;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-zwijndrecht-ter-steeghe-ring-24-7-d1932d4bbc7a4b939a778017b2ceb772.html
Duivendijk 1;5672AD;Nuenen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-nuenen-duivendijk-24-7-b8d4e3098bfb4a58958b2e2e1eec7e1f.html
Rakthof 6;5709EK;Helmond;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-helmond-rakthof-24-7-c465235a721f4a9f844c8fb04ac94a2c.html
Metaalhof 57;3067GM;Rotterdam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-rotterdam-metaalhof-ladies-76b3d7df5c494295bbe64a4513923006.html
Metaalhof 57;3067GM;Rotterdam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-rotterdam-metaalhof-24-7-cdfc109857654e59ba535c9639be2efa.html
Spaubeekstraat 89C;5035JV;Tilburg;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-tilburg-spaubeekstraat-24-7-b4070384ebd54596bc27ed0bc8bdcb3b.html
Beneluxweg 5;4904SJ;Oosterhout;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-oosterhout-beneluxweg-24-7-edbe663f186d4871b5476cec5abda5e6.html
Industrieweg 11a;7944HT;Meppel;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-meppel-industrieweg-24-7-dbaaeac036144150bbec1d521d9d8a4b.html
Koraalrood 70-90;2718SC;Zoetermeer;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-zoetermeer-koraalrood-24-7-59e9d2906b694eec8e5129a9a8a01752.html
C. van der Doesstraat 22 1e Etage;1972AT;Ijmuiden;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-ijmuiden-c.-van-der-doesstraat-24-7-43b31772760e44359670bb8c56d2343d.html
Burgemeester van Leeuwenpassage 18;2711JV;Zoetermeer;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-zoetermeer-burgemeester-van-leeuwenpassage-24-7-ef42f7c279d041eda04b2bb1fef235f3.html
Groenplein 2;7604BG;Almelo;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-almelo-groenplein-24-7-7c63d60aed124bf3b0848d98bd2e1f1f.html
Dwarsdijk 78;3078JD;Rotterdam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-rotterdam-ijsselmonde-dwarsdijk-24-7-6069c34299a444dea278429b7b99a025.html
Kerkweg 221;1964KJ;Heemskerk;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-heemskerk-kerkweg-24-7-7c7c4c3f7a2b4341a4ac1d85fa07694b.html
Blankenstein 275;7943PG;Meppel;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-meppel-blankenstein-24-7-192a94a82bcf43a1928fff38b6484e62.html
Van Riemsdijkplein 34;7606ZA;Almelo;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-almelo-stadionlaan-24-7-b4edbefa481c4f328bdccce48d1451cb.html
Fabriekstraat 24;5753AH;Deurne;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-deurne-fabriekstraat-24-7-569a5e1109684d0fbe71961ee0f913df.html
1e Jerichostraat 18-20;3061GE;Rotterdam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-rotterdam-1e-jerichostraat-4ee84e882c0d43f58fe4dac1e71970c7.html
Stadionplein (ingang 18) 2;5616RX;Eindhoven;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-eindhoven-philips-stadion-bb14278febde44509ff14acaad2ba1bb.html
Nieuwstraat 23;2651CG;Berkel En Rodenrijs;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-berkel-en-rodenrijs-nieuwstraat-24-7-0baa1b513de94387b07752255a36f858.html
Rijksboom 4;3071AX;Rotterdam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-rotterdam-rijksboom-157027d7778b4483bf596442c98c3c0c.html
Limburglaan 36;5652AA;Eindhoven;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-eindhoven-limburglaan-24-7-fb77e9bc33214a63bb3854c8eeb5320e.html
Aalsterweg 135;5644RA;Eindhoven;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-eindhoven-aalsterweg-24-7-55ceacc9b7f94b15b25eb0f1cfbd47d3.html
Ambachtsweg 7B;2222AH;Katwijk;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-katwijk-ambachtsweg-24-7-ae7bb33eab5f4a7e9da53a235cfe9602.html
Lijnbaan 45;3012EK;Rotterdam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-rotterdam-lijnbaan-24-7-6ef5e46e24994cc5abcd79523d3f1303.html
J.J.P. Oudweg 19;1703DE;Heerhugowaard;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-heerhugowaard-j.j.p.-oudweg-24-7-9ae2a2f15ef84e34952fea17e25a0721.html
Jan Ligthartstraat 95;3083AL;Rotterdam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-rotterdam-jan-ligthartstraat-64a8a755cd5f4144ab4929dab9bc6ea9.html
Delftseplein 28;3013AA;Rotterdam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-rotterdam-delftseplein-24-7-9375c7a0b95c450daeacbf225353e2b0.html
Oosterweezenstraat 15;1823CN;Alkmaar;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-alkmaar-oosterweezenstraat-57f3e60ff60641c6878d282f659f4861.html
Teteringsedijk 297;4817ME;Breda;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-breda-teteringsedijk-24-7-ff7ad1857ed64304a3afbb2338d4c026.html
Lange Kruisweg 7B;5503RA;Veldhoven;https://www.basic-fit.com/nl-nl/sportschool/bf-veldhoven-lange-kruisweg-967d3b0cc7834ee7ae72f99e65a9f065.html
Westzeedijk 387;3024EK;Rotterdam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-rotterdam-westzeedijk-d65d6f23803a44339c95ef2ecd4bd063.html
Sint-Jobskade 142;3024EN;Rotterdam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-rotterdam-sint-jobskade-66872bf219e04d3b9b262b0e67c88209.html
Chasseveld 15;4811DH;Breda;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-breda-chasseveld-24-7-d3def195703b4c319226c6062e05e594.html
Terborchlaan 299;1816MH;Alkmaar;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-alkmaar-terborchlaan-24-7-439e7821b97d4a34b915b1196b71d8ca.html
Plompertstraat 90;3087BD;Rotterdam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-rotterdam-plompertstraat-24-7-5a38f0a3480a4567a8d78af3f8960f6e.html
Dorpslaan 428;3084LL;Rotterdam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-rotterdam-dorpslaan-24-7-adc0547b261a4bbc8b622e585ea9f29b.html
Kiekendiefstraat 35;2496RP;Den Haag;https://www.basic-fit.com/nl-nl/sportschool/bf-den-haag-kiekendiefstraat-0c64a2bdb5374482b2142dcd3e5f42cf.html
Ettensebaan 17-A5;4812XA;Breda;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-breda-ettensebaan-24-7-ab6a820faf2249358d86668997130a2d.html
De Brauwweg 46;3125AE;Schiedam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-schiedam-de-brauwweg-24-7-18ddaceffaa94520a95d71f6dd77d5fe.html
Mgr. van Steelaan 418;2273GC;Voorburg;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-voorburg-mgr.-van-steelaan-abd27118262b4a55b480856eeab949e2.html
Lansinkesweg 2;7553AE;Hengelo;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-hengelo-lansinkesweg-24-7-f95fb7df36f8437a9ab4761dfcd3077d.html
Leeuwenstein  8-10;2627AM;Delft;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-delft-leeuwenstein-24-7-c607440325d543baa6b53f346a1b3d79.html
Industriestraat 16;2624BB;Delft;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-delft-industriestraat-d235370fd81246b19ec113fa270d4db3.html
Prinses Beatrixlaan 4;3121JN;Schiedam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-schiedam-prinses-beatrixlaan-24-7-be212edf0b1742e4a8e2875c3f0a3acb.html
Colosseum 86;7521PT;Enschede;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-enschede-colosseum-cd7fb7c2e6db462793e3680ff6cfa75e.html
Stationsplein 51;2516LR;Den Haag;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-den-haag-stationsplein-hofwijckstraat-24-7-8924e8bf2271404aaa6d55806e886e0f.html
Handwerkstraat 14;5554CV;Valkenswaard;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-valkenswaard-handwerkstraat-2813587f1283422c867ab9b8178fba01.html
Grote Marktstraat 157;2511BJ;Den Haag;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-den-haag-grote-marktstraat-2ab7d2003a8c416389c85ec5645bfab7.html
Grote Marktstraat 40;2511BJ;Den Haag;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-den-haag-grote-marktstraat-ladies-4b8e0074d3b645f8aae2b4bd9e866304.html
Bogaardplein 3;2284DP;Rijswijk;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-rijswijk-bogaardplein-24-7-fb452142b3254d51ad00f62c50b0b49c.html
Vijfhuizenweg 15;4871EE;Etten-Leur;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-etten-leur-vijfhuizenweg-24-7-72c678240667435ea17069c8016645f9.html
Hoogstraat 219;3131BB;Vlaardingen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-vlaardingen-hoogstraat-24-7-69a95dc34ba44754a272551423b219b9.html
Sylvain Poonsstraat 10;2548XX;Den Haag;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-den-haag-sylvain-poonsstraat-24-7-310eeb01c94c4b7bb074c30be2a17d51.html
Marthalaan 16;3194EH;Hoogvliet;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-hoogvliet-marthalaan-7a0fa48c5bf44820a48bb99d53bfa477.html
Wesselerbrinklaan 100-102;7544JZ;Enschede;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-enschede-wesselerbrinklaan-24-7-a49ebd1b9e4f481f9aeb0dda36008025.html
Mr. P. Droogleever Fortuynweg 99;2533SP;Den Haag;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-den-haag-zuiderpark-3b5cd91245f8485499fd85ce890463c2.html
Gevers Deynootweg 93;2586BK;Scheveningen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-scheveningen-gevers-deynootweg-2aa89c55ecbc4fb6ad9ca74c9fdf4547.html
Duymaer van Twistweg 6;7909CB;Hoogeveen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-hoogeveen-duymaer-van-twistweg-24-7-eda9b5f922664781b01fc6c93d6337e6.html
Middenbaan Noord 44-46;3191EH;Rotterdam;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-rotterdam-hoogvliet-middenbaan-noord-24-7-e60043f4b5a74b8dbef6135d90080005.html
Noordweg 44a;2548AC;Den Haag;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-den-haag-noordweg-7167b5d8f87249689e06873b5450ccb7.html
J J van Deinselaan 10;7541BR;Enschede;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-enschede-j-j-van-deinselaan-24-7-50d6c2b26e904eb7844cee1244e36b88.html
Pesserstraat 33;7901LB;Hoogeveen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-hoogeveen-pesserstraat-24-7-75703368004c4e6697dc4cba1e66a681.html
Oosterstraat 1;7514DX;Enschede;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-enschede-oosterstraat-24-7-477bca9417844b78bdccffcacda19312.html
Groeneweg 1a;1741TZ;Schagen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-schagen-groeneweg-cb8c007be43b404eae7ec44171f2e1fa.html
De Werf 27;2544EH;Den Haag;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-den-haag-de-werf-24-7-5dd81027361041d08053c51450401e36.html
A.M. de Jongstraat 6;3202AD;Spijkenisse;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-spijkenisse-a.m.-de-jongstraat-24-7-ec97c919556b46da9b3d4ab28abfc90d.html
Drie Decembersingel 44B;5921AC;Venlo;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-venlo-drie-decembersingel-24-7-5a8a2b4310964c789eed6626f284f311.html
Nijmeegseweg  8;5916PT;Venlo;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-venlo-nijmeegseweg-24-7-618a7f4e04b84ff797c295c8061b7100.html
It Hege Stik 3;8445PZ;Heerenveen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-heerenveen-it-hege-stik-24-7-8f2fffb2792949a4853a3180552b01af.html
Nagelstraat 40;7571AJ;Oldenzaal;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-oldenzaal-nagelstraat-24-7-0b1aa0b2872048f88a94330e6fd2d04f.html
Elektraweg 2a;3144CB;Maassluis;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-maassluis-elektraweg-24-7-7d68669d02224e969b67b90312c564ef.html
Van Pontstraat  20a;5913VK;Venlo;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-venlo-van-pontstraat-d4cdf47b248f49e6ab4bf8dd9edcf9ad.html
Gildestraat 227 B;2671BW;Naaldwijk;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-naaldwijk-gildestraat-24-7-4690447109e14af7b8e04d12827d7b0b.html
Maaspoort 54;6001BR;Weert;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-weert-maaspoort-12cb8cb9caa046bf98fb5071e736ef82.html
Molenbelt 1;7741HK;Coevorden;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-coevorden-friesestraat-24-7-ddfe650dcdf24fb4b229c5c32d411340.html
Alexanderstraat 3;8606VP;Sneek;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-sneek-alexanderstraat-24-7-b7f4ecf1c2514754bbc2c51ff2396d12.html
â€™t Zand 3;4707VX;Roosendaal;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-roosendaal-t-zand-24-7-d5c0eb7440b847309d4192022abf9a9b.html
De Stok 12;4703SZ;Roosendaal;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-roosendaal-de-stok-6e45d4099bbe4fd7898c8f154169115c.html
Industrieweg 14b;1785AG;Den Helder;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-den-helder-industrieweg-24-7-eb1c3404fc9f49f184d8b1b3913269ca.html
Oranjelaan 101;6043JK;Roermond;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-roermond-oranjelaan-24-7-300b3a8dcaf742a69fc4069f74873d3d.html
Bastionweg 30;4614RM;Bergen Op Zoom;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-bergen-op-zoom-bastionweg-24-7-6d38e42680194dadb1d6221e9eea4b91.html
Omloop 48;9201CC;Drachten;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-drachten-omloop-24-7-f07188bba81a4f13a5e98b5b5ed370a9.html
Burgemeester van der Laarstraat 9;4615PB;Bergen Op Zoom;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-bergen-op-zoom-markiezaatsweg-24-7-6f6e3dd86d3141f0b2c3c4a77119a82d.html
Wembley  3;7825SJ;Emmen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-emmen-wembley-24-7-31d80dc1f8ed4b9cb0a69e255c5293d1.html
Bislet 11;7825SB;Emmen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-emmen-bislett-24-7-a9e584bd3a814fe58c3775a6eec3b524.html
Zaagmolen 29;9401BR;Assen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-assen-zaagmolen-fa3e2d1b3f9643a59b1bc7ba0e483953.html
Nijverheidsweg 1;9403VN;Assen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-assen-nijverheidsweg-24-7-e31314ba0798488f9e603780e29d8f62.html
Zuidersingel 8;8911AV;Leeuwarden;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-leeuwarden-zuidersingel-24-7-f7832d4b48c24d268a758f882776ba29.html
De Centrale 29;8924CZ;Leeuwarden;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-leeuwarden-de-centrale-24e1b37dc4b84042acd67e18631ed730.html
Tijsmaweg 4;8924JP;Leeuwarden;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-leeuwarden-tijsmaweg-24-7-d572530ef46541b098e88d499223f757.html
Limbrichterweg 78;6135GJ;Sittard;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-sittard-limbrichterweg-24-7-cf5e0cce20094033baec37bbe7ace142.html
Rijksweg Noord 125;6162AE;Geleen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-geleen-rijksweg-noord-24-7-451f8689a67e415db742e13ee2274d1e.html
Haefland 2;6441PA;Brunssum;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-brunssum-haefland-24-7-3938e171b7444babb087b9da445c0cd1.html
v.d. Spiegelstraat 82-94;4461LN;Goes;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-goes-v.d.-spiegelstraat-24-7-1bf9797ba96c4a2c83f6b4e4adf6d753.html
Klein Frankrijk 11;4461ZN;Goes;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-goes-klein-frankrijk-24-7-febb79a23ec1488db2f73d141e8a7566.html
Van Imhoffstraat 2;9721CP;Groningen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-groningen-van-imhoffstraat-24-7-80ca22f7559544c88a20c1d3e41531f6.html
Protonstraat 12D;9743AL;Groningen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-groningen-protonstraat-24-7-f8ec46f888ff4b1c8b1da99757745107.html
Westerhaven 64;9718AC;Groningen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-groningen-westerhaven-24-7-783c23e3613a4e8b8dd325a3f7251a13.html
Vismarkt 27A;9712CA;Groningen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-groningen-vismarkt-490df175a9c94ff599fb3e4a1734d96e.html
Ten Esschen 100;6412PR;Heerlen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-heerlen-ten-esschen-24-7-32f2945a75c64112a48b3f01373b5c6d.html
Antillenstraat 7 E-H;9714JT;Groningen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-groningen-antillenstraat-2a1454ad0ae0408dbd13b9654b157004.html
Pater Beatusstraat 3;6411TR;Heerlen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-heerlen-pater-beatusstraat-5b2acebb0d1b41319a079840a6a40078.html
Bosscherweg 161;6219AA;Maastricht;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-maastricht-bosscherweg-24-7-a469164bc2f64c05a7174663a9e1da65.html
Stadionplein 10;6225XW;Maastricht;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-maastricht-stadionplein-24-7-158303ca2e9e4952a9bc1e451173c788.html
Porseleinstraat 3;6216BP;Maastricht;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-maastricht-porseleinstraat-24-7-6cb4fe265c79404aa42879dc1ad4839f.html
Roda J.C. Ring 95;6466NH;Kerkrade;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-kerkrade-roda-j.c.-ring-7bf8decb8de74cec84b34d64782025aa.html
Marktstraat 51;6461CV;Kerkrade;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-kerkrade-marktstraat-24-7-e2a592e489a34413ae1d9cf379dc3d99.html
Spekhofstraat  24a;6466LZ;Kerkrade;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-kerkrade-spekhofstraat-24-7-49075b5ba983417daa3e40c86de6eedf.html
Axelsestraat 165;4537AH;Terneuzen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-terneuzen-axelsestraat-24-7-c0dd075f918242bab395e39f3900eedf.html
Podium 9;4337WV;Middelburg;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-middelburg-podium-24-7-d6e5401ad4664a28a194d34e5f3a78e5.html
Baskensburgplein 2;4383NE;Vlissingen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-vlissingen-baskensburgplein-24-7-85288408e2db43ff919a53083dcf56ae.html
Wegalaan 60;2132JC;Hoofddorp;https://www.basic-fit.com/nl-nl/sportschool/bf-%40home-nl-537e2b8f35bf4ae98dff82c37695c4bf.html
Hibbertsstraat 5;7481HS;Haaksbergen;https://www.basic-fit.com/nl-nl/sportschool/basic-fit-haaksbergen-hibbertsstraat-94a30eddf1d44d4a8ac7006cc01fe130.html
